mando,nota,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
1.0,0.1935599825671689,0.007686318576974691,0.03470727697699514,0.21630318012843966,0.0473480959002678,0.17541824448921825,0.20039447688280757,0.25143366807124634,-0.009084040266169645,0.09270577325557712,0.028531928912488073,-0.012176097305991288,-0.04962791940549894,-0.060281837388818836,-0.026080397252823635,0.19757115993374247,-0.14535531257993678,-0.09132938483219748,-0.2600054341010143
0.1935599825671689,1.0,-0.13039025260529863,-0.037298404048567727,0.45330878512118017,0.10185657546918216,0.13152893006586314,0.07255398525551325,0.48705938872500615,0.01411522807383276,0.029431181983880037,0.11573523951464346,0.11741788249021083,-0.160184595430927,0.01838542912148131,-0.15976987940773235,0.3266774244117723,-0.04771871737703337,-0.019486102234470653,-0.4643154919682853
0.007686318576974691,-0.13039025260529863,1.0,0.12454306562305151,-0.0603927983668941,-0.017047062736536483,0.04855400373339445,0.09479874813649435,-0.07096220247120902,0.024890175538310338,0.02057187605496838,0.062162478296597774,0.26776149251022585,-3.892408151672887e-05,0.1623967863206243,-0.019093005774364003,-0.026086707385672567,-0.012208759687916326,-0.003331651387786601,0.09027225969631265
0.03470727697699514,-0.037298404048567727,0.12454306562305151,1.0,-0.054545975573955,0.04078753632411589,0.11528778167971124,0.05998653786167701,-0.0570910625499492,0.035392219609208415,0.06297057197106644,0.2952690763576903,0.09692531784505595,0.012688992630608657,-0.0014705194082244018,-0.06975909922400526,-0.03289110885843571,-0.030034489326610386,-0.009428794776982132,0.06362849299119473
0.21630318012843966,0.45330878512118017,-0.0603927983668941,-0.054545975573955,1.0,0.023959288724327066,0.009974325067852778,0.024406306981099943,0.846216014768186,0.030599610203359225,0.028942602228278037,0.07686353763918424,0.08224323339144819,-0.021322303214140633,0.0444419928965769,-0.055209404299136476,0.11343825367360451,0.02179072660539545,-0.014041869998025654,-0.0652245135066684
0.0473480959002678,0.10185657546918216,-0.017047062736536483,0.04078753632411589,0.023959288724327066,1.0,0.09992762215175512,0.09848691761744771,0.047933942648976824,0.011652849447563266,-0.005896926919874819,0.09400774774472669,-0.02258713447344638,-0.02443033022554295,-0.014824881818721823,-0.03788855351462243,0.018083359966988996,-0.08452702311091288,0.0004804747190606801,-0.03396537372250234
0.17541824448921825,0.13152893006586314,0.04855400373339445,0.11528778167971124,0.009974325067852778,0.09992762215175512,1.0,0.20956766536488292,0.049417144273239254,-0.030815138514606537,0.05606777397258095,0.09819986622674187,0.049824432209021975,-0.0390058008106355,-0.00699595093619419,-0.00791773350797517,0.08113872781942812,-0.07473241836673258,0.00904118570902253,-0.030524109101452066
0.20039447688280757,0.07255398525551325,0.09479874813649435,0.05998653786167701,0.024406306981099943,0.09848691761744771,0.20956766536488292,1.0,0.01615906551699428,-0.020896577394039724,-0.04412209672197297,0.04779202070723099,0.012471098752798152,-0.03231405168290135,-0.027027141082060144,-0.008143881755979427,-0.023016765989944725,-0.08686898852869442,-0.005404366667551945,0.03497639838614898
0.25143366807124634,0.48705938872500615,-0.07096220247120902,-0.0570910625499492,0.846216014768186,0.047933942648976824,0.049417144273239254,0.01615906551699428,1.0,0.004296696805501902,0.04384927720787997,0.08598264437440879,0.08446418640240169,0.00017649405678737322,0.03937502500944159,-0.03608010734097191,0.09678181182628892,0.009125005278113421,0.009346990567093871,-0.04488336134494446
-0.009084040266169645,0.01411522807383276,0.024890175538310338,0.035392219609208415,0.030599610203359225,0.011652849447563266,-0.030815138514606537,-0.020896577394039724,0.004296696805501902,1.0,-0.039032051017160764,0.037578767173327664,0.060762351261477554,-0.035690076441290505,0.07473037589793025,-0.06441277882247645,0.006477804956551443,0.03035994257083215,-0.025396196384688825,0.05010813002082335
0.09270577325557712,0.029431181983880037,0.02057187605496838,0.06297057197106644,0.028942602228278037,-0.005896926919874819,0.05606777397258095,-0.04412209672197297,0.04384927720787997,-0.039032051017160764,1.0,-0.0035897440081287062,-0.001695422593182196,0.017028915239122193,-0.026813387025139083,-0.02326743266304548,-0.02075095709897354,-0.037443160018256774,-0.021124141684149167,0.022087622000155203
0.028531928912488073,0.11573523951464346,0.062162478296597774,0.2952690763576903,0.07686353763918424,0.09400774774472669,0.09819986622674187,0.04779202070723099,0.08598264437440879,0.037578767173327664,-0.0035897440081287062,1.0,0.12401747988231109,-0.003323218997622925,0.06817426324745417,-0.04141278078049927,0.053849976964873404,-0.0026768335945353584,-0.03532311432330341,-0.01694652116185131
-0.012176097305991288,0.11741788249021083,0.26776149251022585,0.09692531784505595,0.08224323339144819,-0.02258713447344638,0.049824432209021975,0.012471098752798152,0.08446418640240169,0.060762351261477554,-0.001695422593182196,0.12401747988231109,1.0,-0.009082881921590659,0.3383986900008882,0.025720181426521303,0.1009831344313457,0.03343441442273748,-0.009454987627242315,-0.06012468266355798
-0.04962791940549894,-0.160184595430927,-3.892408151672887e-05,0.012688992630608657,-0.021322303214140633,-0.02443033022554295,-0.0390058008106355,-0.03231405168290135,0.00017649405678737322,-0.035690076441290505,0.017028915239122193,-0.003323218997622925,-0.009082881921590659,1.0,0.03544543044316651,0.04820666186920174,-0.12086864970259963,0.04010090158634133,-0.02338187918550751,0.2113807439268957
-0.060281837388818836,0.01838542912148131,0.1623967863206243,-0.0014705194082244018,0.0444419928965769,-0.014824881818721823,-0.00699595093619419,-0.027027141082060144,0.03937502500944159,0.07473037589793025,-0.026813387025139083,0.06817426324745417,0.3383986900008882,0.03544543044316651,1.0,-0.02946489866302758,-0.05542325582690743,0.0652988803380416,-0.04888925614772743,0.08355401706845109
-0.026080397252823635,-0.15976987940773235,-0.019093005774364003,-0.06975909922400526,-0.055209404299136476,-0.03788855351462243,-0.00791773350797517,-0.008143881755979427,-0.03608010734097191,-0.06441277882247645,-0.02326743266304548,-0.04141278078049927,0.025720181426521303,0.04820666186920174,-0.02946489866302758,1.0,-0.1255256741119588,0.016725589383886488,-0.010094747177043022,0.17267333056075723
0.19757115993374247,0.3266774244117723,-0.026086707385672567,-0.03289110885843571,0.11343825367360451,0.018083359966988996,0.08113872781942812,-0.023016765989944725,0.09678181182628892,0.006477804956551443,-0.02075095709897354,0.053849976964873404,0.1009831344313457,-0.12086864970259963,-0.05542325582690743,-0.1255256741119588,1.0,-0.049836971358401955,-0.06948145901899856,-0.7006349497704464
-0.14535531257993678,-0.04771871737703337,-0.012208759687916326,-0.030034489326610386,0.02179072660539545,-0.08452702311091288,-0.07473241836673258,-0.08686898852869442,0.009125005278113421,0.03035994257083215,-0.037443160018256774,-0.0026768335945353584,0.03343441442273748,0.04010090158634133,0.0652988803380416,0.016725589383886488,-0.049836971358401955,1.0,-0.0013467605646393175,0.10595305373466209
-0.09132938483219748,-0.019486102234470653,-0.003331651387786601,-0.009428794776982132,-0.014041869998025654,0.0004804747190606801,0.00904118570902253,-0.005404366667551945,0.009346990567093871,-0.025396196384688825,-0.021124141684149167,-0.03532311432330341,-0.009454987627242315,-0.02338187918550751,-0.04888925614772743,-0.010094747177043022,-0.06948145901899856,-0.0013467605646393175,1.0,0.0895465934639267
-0.2600054341010143,-0.4643154919682853,0.09027225969631265,0.06362849299119473,-0.0652245135066684,-0.03396537372250234,-0.030524109101452066,0.03497639838614898,-0.04488336134494446,0.05010813002082335,0.022087622000155203,-0.01694652116185131,-0.06012468266355798,0.2113807439268957,0.08355401706845109,0.17267333056075723,-0.7006349497704464,0.10595305373466209,0.0895465934639267,1.0
